video_id,title,category,country,views,likes,dislikes,comment_count,tags,publish_time,trending_date
vid_220,Dont miss this video,Gaming,GB,3718654,3198,9918,625,tag68|tag125,2024-08-10 14:04:11.054980,2025-06-09
vid_221,Learn this skill fast,Music,IN,128033,185466,4296,22961,tag79|tag168,2024-07-31 14:04:11.054988,2025-06-09
vid_222,Breaking news update,News,US,640265,168292,3748,49253,tag45|tag160,2025-02-11 14:04:11.054996,2025-06-09
vid_223,Incredible transformation,Entertainment,US,2720309,145931,2479,33242,tag12|tag132,2024-08-12 14:04:11.055003,2025-06-09
vid_224,Incredible transformation,Music,GB,2928258,163491,4805,27016,tag96|tag192,2024-12-30 14:04:11.055011,2025-06-09
vid_225,Breaking news update,Music,US,1225502,261910,6160,45065,tag13|tag131,2024-11-23 14:04:11.055018,2025-06-09
vid_226,What happens next will shock you,Gaming,GB,4636038,24236,566,4748,tag78|tag120,2024-09-22 14:04:11.055026,2025-06-09
vid_227,Breaking news update,Gaming,US,1431796,88955,9027,35233,tag18|tag193,2025-01-12 14:04:11.055034,2025-06-09
vid_228,Best tricks for 2025,News,GB,2772779,217586,2818,30623,tag60|tag163,2024-10-12 14:04:11.055042,2025-06-09
vid_229,Dont miss this video,Entertainment,US,2329049,104145,5160,29152,tag6|tag132,2025-04-23 14:04:11.055051,2025-06-09
vid_230,The real story behind,Gaming,IN,3730464,147430,7571,34514,tag93|tag143,2024-11-23 14:04:11.055059,2025-06-09
vid_231,Watch this now,Music,US,2202614,231785,2729,32881,tag2|tag160,2025-04-23 14:04:11.055066,2025-06-09
vid_232,Top 10 amazing facts,Entertainment,US,780173,95914,6516,4699,tag23|tag183,2025-03-23 14:04:11.055074,2025-06-09
vid_233,Learn this skill fast,Entertainment,IN,2679355,208990,3751,35146,tag31|tag105,2025-02-05 14:04:11.055082,2025-06-09
vid_234,The real story behind,Music,US,3422504,15596,9776,47164,tag83|tag134,2025-03-26 14:04:11.055089,2025-06-09
vid_235,Top 10 amazing facts,Gaming,IN,4863260,133351,4008,36023,tag10|tag189,2024-06-15 14:04:11.055097,2025-06-09
vid_236,Watch this now,Music,US,477010,195269,2413,41189,tag2|tag111,2025-01-23 14:04:11.055105,2025-06-09
vid_237,Learn this skill fast,Entertainment,GB,1665016,139155,8790,3914,tag50|tag131,2025-03-11 14:04:11.055113,2025-06-09
vid_238,Best tricks for 2025,Education,GB,1707900,121674,9749,45993,tag56|tag179,2024-07-19 14:04:11.055120,2025-06-09
vid_239,Best tricks for 2025,Education,US,4590497,258529,304,36084,tag73|tag187,2025-04-09 14:04:11.055128,2025-06-09
vid_240,Best tricks for 2025,News,US,4231038,241469,5353,26716,tag83|tag109,2025-01-22 14:04:11.055135,2025-06-09
vid_241,Incredible transformation,Music,US,933875,257713,9892,2213,tag99|tag121,2025-04-20 14:04:11.055143,2025-06-09
vid_242,Learn this skill fast,Music,GB,2133221,20063,1146,43106,tag73|tag128,2024-09-23 14:04:11.055151,2025-06-09
vid_243,Breaking news update,News,US,3890993,68642,2074,13860,tag62|tag107,2025-02-22 14:04:11.055158,2025-06-09
vid_244,Watch this now,News,GB,4741502,91093,7019,22027,tag80|tag116,2025-02-16 14:04:11.055166,2025-06-09
vid_245,Breaking news update,News,IN,2578103,218215,4553,21039,tag97|tag104,2024-06-24 14:04:11.055174,2025-06-09
vid_246,Top 10 amazing facts,Entertainment,GB,91264,183992,1017,32519,tag4|tag140,2024-09-28 14:04:11.055196,2025-06-09
vid_247,Watch this now,Music,GB,33275,160601,5455,12688,tag17|tag152,2025-02-11 14:04:11.055205,2025-06-09
vid_248,Top 10 amazing facts,Entertainment,IN,2703714,36954,5362,36242,tag93|tag152,2024-11-23 14:04:11.055214,2025-06-09
vid_249,Watch this now,News,GB,2470072,28856,9449,39298,tag36|tag138,2024-07-07 14:04:11.055222,2025-06-09
vid_250,Best tricks for 2025,Music,US,582735,3573,1445,44838,tag50|tag163,2025-04-19 14:04:11.055231,2025-06-09
vid_251,Best tricks for 2025,Entertainment,US,2010609,36367,581,33497,tag63|tag162,2024-10-07 14:04:11.055240,2025-06-09
vid_252,The real story behind,Entertainment,GB,922826,238804,2392,16753,tag99|tag107,2025-05-05 14:04:11.055249,2025-06-09
vid_253,Watch this now,News,US,2707143,24752,9447,10931,tag27|tag192,2024-08-11 14:04:11.055257,2025-06-09
vid_254,How to win every game,Music,GB,872522,149757,5094,5824,tag86|tag114,2025-04-01 14:04:11.055266,2025-06-09
vid_255,Learn this skill fast,News,US,813692,117739,287,11183,tag71|tag186,2024-06-25 14:04:11.055275,2025-06-09
vid_256,Top 10 amazing facts,Music,US,1171157,239009,7069,46017,tag5|tag155,2024-07-24 14:04:11.055284,2025-06-09
vid_257,How to win every game,Education,GB,1324532,257028,1897,19916,tag2|tag162,2025-04-21 14:04:11.055291,2025-06-09
vid_258,Breaking news update,Gaming,US,431240,208980,1275,42340,tag91|tag121,2025-03-27 14:04:11.055299,2025-06-09
vid_259,Dont miss this video,Gaming,GB,3869744,257609,7501,6376,tag79|tag121,2024-11-29 14:04:11.055307,2025-06-09
vid_260,Dont miss this video,Gaming,US,954789,189456,1050,48503,tag10|tag187,2024-09-21 14:04:11.055315,2025-06-09
vid_261,Top 10 amazing facts,News,US,3117092,32653,9119,38763,tag58|tag139,2024-06-18 14:04:11.055323,2025-06-09
vid_262,Top 10 amazing facts,Education,IN,2223573,158729,8083,14094,tag5|tag165,2025-03-31 14:04:11.055330,2025-06-09
vid_263,The real story behind,Music,IN,535893,229504,9087,23599,tag13|tag185,2025-03-11 14:04:11.055338,2025-06-09
vid_264,Top 10 amazing facts,Entertainment,GB,2265363,122829,2762,23140,tag90|tag185,2024-09-22 14:04:11.055346,2025-06-09
vid_265,Watch this now,Music,IN,4391514,129377,8223,43420,tag53|tag182,2025-02-03 14:04:11.055354,2025-06-09
vid_266,Dont miss this video,Entertainment,GB,4158887,2622,4579,17059,tag45|tag132,2024-10-21 14:04:11.055362,2025-06-09
vid_267,The real story behind,Music,IN,1217094,49756,6363,6199,tag36|tag181,2024-08-18 14:04:11.055369,2025-06-09
vid_268,Breaking news update,Education,US,2231192,41809,2363,42367,tag99|tag160,2025-01-31 14:04:11.055377,2025-06-09
vid_269,Incredible transformation,Entertainment,GB,678406,17725,7447,19676,tag11|tag163,2024-09-02 14:04:11.055385,2025-06-09
vid_270,Incredible transformation,News,GB,3678866,193468,4809,36046,tag21|tag152,2024-07-31 14:04:11.055392,2025-06-09
vid_271,Top 10 amazing facts,Music,US,4622338,52226,696,6216,tag55|tag126,2025-03-01 14:04:11.055400,2025-06-09
vid_272,Top 10 amazing facts,Music,GB,2863406,82182,8486,15663,tag68|tag134,2024-07-18 14:04:11.055408,2025-06-09
vid_273,Incredible transformation,Entertainment,GB,1043255,30402,4821,26888,tag52|tag182,2024-08-16 14:04:11.055416,2025-06-09
vid_274,How to win every game,News,IN,4999847,5263,8964,27028,tag99|tag193,2024-12-09 14:04:11.055424,2025-06-09
vid_275,Best tricks for 2025,News,GB,3062766,228595,5356,36436,tag52|tag129,2024-12-17 14:04:11.055432,2025-06-09
vid_276,Best tricks for 2025,Education,US,550677,178900,5053,9947,tag38|tag142,2024-07-28 14:04:11.055440,2025-06-09
vid_277,Learn this skill fast,News,IN,3104235,48924,2438,26255,tag21|tag142,2024-06-10 14:04:11.055448,2025-06-09
vid_278,Best tricks for 2025,News,IN,1181459,225137,5136,14235,tag13|tag164,2024-12-03 14:04:11.055455,2025-06-09
vid_279,Best tricks for 2025,News,US,2869653,298881,8230,17874,tag17|tag109,2025-04-13 14:04:11.055463,2025-06-09
vid_280,Incredible transformation,Gaming,US,1976197,161445,9108,1842,tag41|tag101,2025-05-09 14:04:11.055472,2025-06-09
vid_281,Best tricks for 2025,Education,IN,397952,168469,7823,18409,tag2|tag160,2025-03-17 14:04:11.055479,2025-06-09
vid_282,Learn this skill fast,Music,GB,2219373,102371,9655,719,tag48|tag129,2025-01-08 14:04:11.055487,2025-06-09
vid_283,How to win every game,Entertainment,IN,4157703,39709,3366,17758,tag97|tag110,2025-05-04 14:04:11.055494,2025-06-09
vid_284,Breaking news update,Music,US,1040117,193192,8717,34807,tag58|tag160,2024-11-08 14:04:11.055502,2025-06-09
vid_285,Learn this skill fast,Education,IN,2906818,151322,7276,20437,tag21|tag128,2024-06-10 14:04:11.055510,2025-06-09
vid_286,Top 10 amazing facts,Entertainment,US,2367821,22172,6550,16101,tag75|tag134,2025-02-23 14:04:11.055518,2025-06-09
vid_287,Learn this skill fast,Education,IN,535134,12555,48,1068,tag8|tag159,2024-07-02 14:04:11.055525,2025-06-09
vid_288,Watch this now,News,GB,254761,54276,3352,47714,tag86|tag172,2024-11-01 14:04:11.055533,2025-06-09
vid_289,Best tricks for 2025,Entertainment,IN,2940098,58492,9088,25992,tag49|tag179,2024-12-28 14:04:11.055541,2025-06-09
vid_290,What happens next will shock you,News,IN,2981820,185074,2854,25719,tag17|tag160,2024-11-01 14:04:11.055549,2025-06-09
vid_291,What happens next will shock you,Music,US,74323,257010,1108,381,tag87|tag188,2024-09-12 14:04:11.055556,2025-06-09
vid_292,Breaking news update,Music,US,1247715,223320,7037,27520,tag45|tag183,2025-02-09 14:04:11.055565,2025-06-09
vid_293,Dont miss this video,Entertainment,US,964480,12046,1833,15460,tag69|tag132,2024-07-08 14:04:11.055573,2025-06-09
vid_294,What happens next will shock you,Entertainment,IN,2342811,229071,3165,39130,tag44|tag165,2024-12-09 14:04:11.055582,2025-06-09
vid_295,Breaking news update,Education,GB,864016,185374,3103,1158,tag87|tag108,2025-02-23 14:04:11.055591,2025-06-09
vid_296,The real story behind,Education,US,874909,267997,5668,20777,tag77|tag172,2024-11-04 14:04:11.055599,2025-06-09
vid_297,Watch this now,News,US,4992564,121900,3788,10824,tag87|tag143,2024-11-16 14:04:11.055607,2025-06-09
vid_298,The real story behind,Entertainment,IN,1060493,60129,2906,28504,tag1|tag151,2025-03-31 14:04:11.055616,2025-06-09
vid_299,What happens next will shock you,Music,US,292762,238091,998,38046,tag24|tag199,2025-04-26 14:04:11.055624,2025-06-09
